date,open,high,low,close,adj_close,volume
2016-01-04,200.4900054931641,201.02999877929688,198.58999633789065,201.0200042724609,169.4715576171875,222353500
2016-01-05,201.3999938964844,201.8999938964844,200.0500030517578,201.3600006103516,169.75820922851562,110845800
2016-01-06,198.33999633789065,200.05999755859372,197.6000061035156,198.82000732421875,167.61683654785156,152112600
2016-01-07,195.3300018310547,197.44000244140625,193.58999633789065,194.0500030517578,163.5954132080078,213436100
2016-01-08,195.19000244140625,195.8500061035156,191.5800018310547,191.9199981689453,161.79974365234375,209817200
2016-01-11,193.00999450683597,193.41000366210935,189.82000732421875,192.1100006103516,161.95993041992188,187941300
2016-01-12,193.82000732421875,194.5500030517578,191.13999938964844,193.66000366210935,163.26666259765625,172330500
2016-01-13,194.4499969482422,194.8600006103516,188.3800048828125,188.8300018310547,159.1946563720703,221168900
2016-01-14,189.5500030517578,193.25999450683597,187.66000366210935,191.92999267578125,161.8081512451172,240795600
2016-01-15,186.7700042724609,188.75999450683597,185.5200042724609,187.80999755859372,158.33474731445312,324846400
2016-01-19,189.9600067138672,190.1100006103516,186.1999969482422,188.05999755859372,158.54550170898438,195244400
2016-01-20,185.02999877929688,187.5,181.0200042724609,185.6499938964844,156.5137939453125,286547800
2016-01-21,186.2100067138672,188.8699951171875,184.63999938964844,186.69000244140625,157.39053344726562,195772900
2016-01-22,189.77999877929688,190.75999450683597,188.8800048828125,190.5200042724609,160.6194610595703,168319600
2016-01-25,189.9199981689453,190.1499938964844,187.41000366210935,187.63999938964844,158.1914520263672,130371700
2016-01-26,188.4199981689453,190.52999877929688,188.0200042724609,190.1999969482422,160.3496551513672,141036800
2016-01-27,189.5800018310547,191.55999755859372,187.05999755859372,188.1300048828125,158.6045379638672,185681700
2016-01-28,189.9600067138672,190.1999969482422,187.16000366210935,189.1100006103516,159.43072509765625,143798800
2016-01-29,190.0200042724609,193.8800048828125,189.8800048828125,193.72000122070312,163.3172149658203,210529300
2016-02-01,192.52999877929688,194.5800018310547,191.83999633789065,193.6499938964844,163.25816345214844,136061600
2016-02-02,191.9600067138672,191.97000122070312,189.5399932861328,190.16000366210935,160.3159637451172,182564900
2016-02-03,191.41000366210935,191.77999877929688,187.1000061035156,191.3000030517578,161.27703857421875,205054900
2016-02-04,190.7100067138672,192.75,189.9600067138672,191.6000061035156,161.5299530029297,139531800
2016-02-05,190.9900054931641,191.6699981689453,187.1999969482422,187.9499969482422,158.45281982421875,180788300
2016-02-08,185.7700042724609,186.1199951171875,182.8000030517578,185.4199981689453,156.31985473632812,191526700
2016-02-09,183.3600006103516,186.94000244140625,183.1999969482422,185.42999267578125,156.32827758789062,184513100
2016-02-10,186.41000366210935,188.33999633789065,185.1199951171875,185.2700042724609,156.19337463378906,148214100
2016-02-11,182.33999633789065,184.1000061035156,181.08999633789065,182.8600006103516,154.16160583496094,219058900
2016-02-12,184.9600067138672,186.6499938964844,183.9600067138672,186.6300048828125,157.3399200439453,127632400
2016-02-16,188.7700042724609,189.80999755859372,187.6300048828125,189.77999877929688,159.9955596923828,120250700
2016-02-17,191.16000366210935,193.32000732421875,191.00999450683597,192.8800048828125,162.60903930664062,136009500
2016-02-18,193.1999969482422,193.2700042724609,191.72000122070312,192.08999633789065,161.94300842285156,102343000
2016-02-19,191.1699981689453,192.17999267578125,190.4499969482422,192.0,161.8671417236328,114793000
2016-02-22,193.8699951171875,194.9499969482422,193.7899932861328,194.77999877929688,164.2108917236328,103640300
2016-02-23,194.0,194.32000732421875,192.17999267578125,192.32000732421875,162.13693237304688,111455300
2016-02-24,190.6300048828125,193.52999877929688,189.32000732421875,193.1999969482422,162.87884521484375,150812200
2016-02-25,193.72999572753903,195.5500030517578,192.8300018310547,195.5399932861328,164.85159301757812,110728300
2016-02-26,196.57000732421875,196.67999267578125,194.8999938964844,195.08999633789065,164.4722137451172,129833700
2016-02-29,195.1100006103516,196.22999572753903,193.3300018310547,193.55999755859372,163.18235778808594,125918100
2016-03-01,195.00999450683597,198.2100067138672,194.4499969482422,198.1100006103516,167.0182342529297,141799700
2016-03-02,197.7400054931641,199.05999755859372,197.25,199.0,167.76853942871094,102415000
2016-03-03,198.7899932861328,199.8000030517578,198.1100006103516,199.77999877929688,168.42616271972656,95172200
2016-03-04,200.00999450683597,201.3500061035156,199.02999877929688,200.42999267578125,168.97415161132812,129293600
2016-03-07,199.33999633789065,201.07000732421875,199.25,200.58999633789065,169.10903930664062,100219000
2016-03-08,199.32000732421875,199.9199981689453,198.2100067138672,198.3999938964844,167.26275634765625,123974900
2016-03-09,199.3600006103516,199.7899932861328,198.42999267578125,199.3800048828125,168.08895874023438,94801200
2016-03-10,199.9600067138672,201.07000732421875,197.3800048828125,199.5399932861328,168.2238311767578,156838700
2016-03-11,201.25999450683597,202.80999755859372,199.5200042724609,202.75999450683597,170.93849182128906,137964500
2016-03-14,202.16000366210935,203.0399932861328,201.7700042724609,202.5,170.71929931640625,73612000
2016-03-15,201.3600006103516,202.52999877929688,201.0500030517578,202.1699981689453,170.44107055664062,93169100
2016-03-16,201.6000061035156,203.82000732421875,201.5500030517578,203.33999633789065,171.42742919921875,129303200
2016-03-17,203.2400054931641,205.22999572753903,202.7700042724609,204.6300048828125,172.5150146484375,134278500
2016-03-18,204.1699981689453,204.77999877929688,203.8000030517578,204.3800048828125,173.19296264648438,138372400
2016-03-21,204.07000732421875,204.94000244140625,203.8000030517578,204.6699981689453,173.43869018554688,72926700
2016-03-22,203.75999450683597,205.22999572753903,203.57000732421875,204.55999755859372,173.34542846679688,97471900
2016-03-23,204.1100006103516,204.3300018310547,203.00999450683597,203.2100067138672,172.2014923095703,81052500
2016-03-24,202.0,203.16000366210935,201.7400054931641,203.1199951171875,172.12518310546875,84360900
2016-03-28,203.6100006103516,203.8600006103516,202.7100067138672,203.2400054931641,172.22686767578125,62408200
2016-03-29,202.75999450683597,205.25,202.3999938964844,205.1199951171875,173.81996154785156,92922900
2016-03-30,206.3000030517578,206.8699951171875,205.58999633789065,206.0200042724609,174.58270263671875,86365300
2016-03-31,205.91000366210935,206.41000366210935,205.3300018310547,205.5200042724609,174.15892028808594,94584100
2016-04-01,204.3500061035156,207.13999938964844,203.97999572753903,206.9199981689453,175.34532165527344,114423500
2016-04-04,206.8300018310547,207.07000732421875,205.88999938964844,206.25,174.7775421142578,63497000
2016-04-05,204.6699981689453,206.25999450683597,203.88999938964844,204.19000244140625,173.03192138671875,99662200
2016-04-06,204.19000244140625,206.4900054931641,203.97999572753903,206.4199981689453,174.92164611816406,91839800
2016-04-07,205.13999938964844,205.55999755859372,203.08999633789065,203.9499969482422,172.82852172851562,113859000
2016-04-08,205.33999633789065,205.8500061035156,203.8699951171875,204.5,173.29461669921875,95040600
2016-04-11,205.25,206.07000732421875,203.91000366210935,204.0200042724609,172.8878173828125,83757500
2016-04-12,204.22000122070312,206.25,203.6999969482422,205.9199981689453,174.49789428710938,115350600
2016-04-13,207.0,208.1000061035156,206.83999633789065,208.0,176.260498046875,96336400
2016-04-14,208.07000732421875,208.6000061035156,207.6000061035156,208.00999450683597,176.26898193359375,65212900
2016-04-15,208.00999450683597,208.1699981689453,207.3999938964844,207.77999877929688,176.07408142089844,75761600
2016-04-18,207.77999877929688,209.27999877929688,207.0,209.2400054931641,177.3113250732422,82531000
2016-04-19,209.7400054931641,210.1999969482422,208.94000244140625,209.8999938964844,177.87059020996094,88316100
2016-04-20,209.9499969482422,210.9199981689453,209.38999938964844,210.1000061035156,178.0400848388672,81100300
2016-04-21,210.1199951171875,210.25,208.6499938964844,208.97000122070312,177.08245849609375,85695000
2016-04-22,208.5500030517578,209.2899932861328,207.91000366210935,208.97000122070312,177.08245849609375,99251700
2016-04-25,208.25999450683597,208.66000366210935,207.5399932861328,208.6100006103516,176.77749633789062,66166500
2016-04-26,209.0399932861328,209.5200042724609,208.3600006103516,208.9199981689453,177.0401611328125,75864200
2016-04-27,208.47000122070312,209.80999755859372,208.0500030517578,209.3500061035156,177.40452575683594,77329400
2016-04-28,208.4600067138672,209.75999450683597,206.9600067138672,207.4499969482422,175.79444885253906,97216200
2016-04-29,206.72000122070312,207.1300048828125,205.02999877929688,206.3300018310547,174.84532165527344,142424100
2016-05-02,206.9199981689453,208.17999267578125,206.41000366210935,207.97000122070312,176.23513793945312,62188000
2016-05-03,206.5200042724609,206.8000030517578,205.27999877929688,206.16000366210935,174.7012939453125,106422100
2016-05-04,204.9900054931641,205.8500061035156,204.4199981689453,205.00999450683597,173.72674560546875,92243800
2016-05-05,205.55999755859372,205.97999572753903,204.47000122070312,204.97000122070312,173.6929168701172,67619200
2016-05-06,204.05999755859372,205.7700042724609,203.8800048828125,205.72000122070312,174.32843017578125,89315000
2016-05-09,205.57000732421875,206.3999938964844,205.3600006103516,205.88999938964844,174.47251892089844,74374900
2016-05-10,206.72000122070312,208.47000122070312,206.63999938964844,208.4499969482422,176.64183044433594,77472200
2016-05-11,207.91000366210935,208.5399932861328,206.5,206.5,174.9894561767578,81727000
2016-05-12,207.2899932861328,207.4900054931641,205.3699951171875,206.55999755859372,175.04022216796875,89586300
2016-05-13,206.2100067138672,206.8600006103516,204.3800048828125,204.75999450683597,173.51492309570312,96474600
2016-05-16,204.9600067138672,207.33999633789065,204.88999938964844,206.77999877929688,175.22669982910156,77486800
2016-05-17,206.4600067138672,206.8000030517578,204.22999572753903,204.8500061035156,173.59117126464844,114924900
2016-05-18,204.44000244140625,206.3000030517578,203.6300048828125,204.91000366210935,173.64205932617188,120062100
